id con_taxonomy res_taxonomy con_mass_mean res_mass_mean interaction_dim
"13914" "Trematomus lepidorhinus" "Euchaetomera antarcticus" 150 0.084 "3D"
"13915" "Trematomus lepidorhinus" "Antarctomysis maxima" 150 13 "3D"
"13916" "Trematomus lepidorhinus" "Ceratoserolis meridionalis" 150 15 "2D"
"13917" "Trematomus lepidorhinus" "Frontoserolis bouvieri" 150 15 "2D"
"13918" "Trematomus lepidorhinus" "Natatolana obtusata" 150 0.031 "2D"
"13919" "Trematomus lepidorhinus" "Natatolana oculata" 150 0.031 "2D"
"13920" "Trematomus lepidorhinus" "Natatolana meridionalis" 150 0.031 "2D"
"13921" "Trematomus lepidorhinus" "Munna globicauda" 150 0.0052 "2D"
"13922" "Trematomus lepidorhinus" "Serolella bouveri" 150 0.1 "2D"
"13923" "Trematomus lepidorhinus" "Serolis polita" 150 0.1 "2D"
"13924" "Trematomus lepidorhinus" "Gnathia calva" 150 0.016 "2D"
"13925" "Trematomus lepidorhinus" "Glyptonotus antarcticus" 150 50 "2D"
"13926" "Trematomus lepidorhinus" "Austrosignum grande" 150 50 "2D"
"13927" "Trematomus lepidorhinus" "Aega antarctica" 150 0.59 "2D"
"13928" "Trematomus lepidorhinus" "Arcturidae" 150 1.3 "2D"
"13929" "Trematomus lepidorhinus" "Conchoecia hettacra" 150 0.00044 "3D"
"13930" "Trematomus lepidorhinus" "Alacia hettacra" 150 0.00044 "2D"
"13931" "Trematomus lepidorhinus" "Alacia belgicae" 150 0.00044 "2D"
"13932" "Trematomus lepidorhinus" "Metaconchoecia isocheira" 150 0.00044 "2D"
"13933" "Trematomus lepidorhinus" "Boroecia antipoda" 150 0.00044 "2D"
"13934" "Trematomus lepidorhinus" "Conchoecia antipoda" 150 0.00044 "3D"
"13935" "Trematomus lepidorhinus" "Laetmonice producta" 150 110 "2D"
"13936" "Trematomus lepidorhinus" "Harmothoe spinosa" 150 6.1 "2D"
"13937" "Trematomus lepidorhinus" "Harmothoe crosetensis" 150 5.8 "2D"
"13938" "Trematomus lepidorhinus" "Harmotoe hartmanae" 150 5.8 "2D"
"13939" "Trematomus lepidorhinus" "Polyeunoa laevis" 150 15 "2D"
"13940" "Trematomus lepidorhinus" "Barrukia cristata" 150 3.9 "2D"
"13941" "Trematomus lepidorhinus" "Eulagisca gigantea" 150 200 "2D"
"13942" "Trematomus lepidorhinus" "Eunoe spica" 150 4.2 "2D"
"13943" "Trematomus lepidorhinus" "Eunoe hartmanae" 150 57 "2D"
"13944" "Trematomus lepidorhinus" "Eunoe spica spicoides" 150 7.1 "2D"
"13945" "Trematomus lepidorhinus" "Vanadis antarctica" 150 0.0039 "2D"
"13946" "Trematomus lepidorhinus" "Pista spinifera" 150 0.24 "2D"
"13947" "Trematomus lepidorhinus" "Phyllocomus crocea" 150 0.47 "2D"
"13948" "Trematomus lepidorhinus" "Terebella ehlersi" 150 0.24 "2D"
"13949" "Trematomus lepidorhinus" "Eucranta mollis" 150 4.7 "2D"
"13950" "Trematomus lepidorhinus" "Notaeolidia gigas" 150 0.35 "2D"
"13951" "Trematomus lepidorhinus" "Austrodoris kerguelenensis" 150 3.4 "2D"
"13952" "Trematomus lepidorhinus" "Trophon longstaffi" 150 0.00026 "2D"
"13953" "Trematomus lepidorhinus" "Tritonia antarctica" 150 0.19 "2D"
"13954" "Trematomus lepidorhinus" "Aegires albus" 150 0.018 "2D"
"13955" "Trematomus lepidorhinus" "Bathydoris clavigera" 150 3.4 "2D"
"13956" "Trematomus lepidorhinus" "Tritoniella belli" 150 0.35 "2D"
"13957" "Trematomus lepidorhinus" "Harpovoluta charcoti" 150 0.29 "2D"
"13958" "Trematomus lepidorhinus" "Puncturella conica" 150 0.0011 "2D"
"13959" "Trematomus lepidorhinus" "Neobuccinum eatoni" 150 0.15 "2D"
"13960" "Trematomus lepidorhinus" "Marseniopsis mollis" 150 0.01 "2D"
"13961" "Trematomus lepidorhinus" "Marseniopsis conica" 150 0.01 "2D"
"13962" "Trematomus lepidorhinus" "Parmaphorella mawsoni" 150 0.043 "2D"
"13963" "Trematomus lepidorhinus" "Amauropsis rossiana" 150 0.01 "2D"
"13964" "Trematomus lepidorhinus" "Newnesia antarctica" 150 0.018 "2D"
"13965" "Trematomus lepidorhinus" "Falsimargarita gemma" 150 0.01 "2D"
"13966" "Trematomus lepidorhinus" "Marginella ealesa" 150 0.018 "2D"
"13967" "Trematomus lepidorhinus" "Pontiothauma ergata" 150 0.69 "2D"
"13968" "Trematomus lepidorhinus" "Probuccinum tenuistriatum" 150 0.00048 "2D"
"13969" "Trematomus lepidorhinus" "Laternula elliptica" 150 0.55 "2D"
"13970" "Trematomus loennbergii" "Euphausia crystallorophias" 250 1.2 "3D"
"13971" "Trematomus loennbergii" "Euphausia frigida" 250 0.17 "3D"
"13972" "Trematomus loennbergii" "Thysanoessa macrura" 250 0.15 "3D"
"13973" "Trematomus loennbergii" "Euphausia superba" 250 5.5 "3D"
"13974" "Trematomus loennbergii" "Cyllopus lucasii" 250 0.32 "3D"
"13975" "Trematomus loennbergii" "Epimeria robusta" 250 1.9 "3D"
"13976" "Trematomus loennbergii" "Eucopia australis" 250 4.7 "3D"
"13977" "Trematomus loennbergii" "Euchaetomera antarcticus" 250 0.084 "3D"
"13978" "Trematomus loennbergii" "Antarctomysis maxima" 250 13 "3D"
"13979" "Trematomus loennbergii" "Eudorella splendida" 250 0.053 "2D"
"13980" "Trematomus loennbergii" "Vaunthompsonia indermis" 250 0.053 "2D"
"13981" "Trematomus loennbergii" "Camylaspis maculata" 250 0.053 "2D"
"13982" "Trematomus loennbergii" "Diastylis mawsoni" 250 0.053 "2D"
"13983" "Trematomus loennbergii" "Ekleptostylis debroyeri" 250 0.053 "2D"
"13984" "Trematomus loennbergii" "Laetmonice producta" 250 110 "2D"
"13985" "Trematomus loennbergii" "Harmothoe spinosa" 250 6.1 "2D"
"13986" "Trematomus loennbergii" "Harmothoe crosetensis" 250 5.8 "2D"
"13987" "Trematomus loennbergii" "Harmotoe hartmanae" 250 5.8 "2D"
"13988" "Trematomus loennbergii" "Polyeunoa laevis" 250 15 "2D"
"13989" "Trematomus loennbergii" "Barrukia cristata" 250 3.9 "2D"
"13990" "Trematomus loennbergii" "Eulagisca gigantea" 250 200 "2D"
"13991" "Trematomus loennbergii" "Eunoe spica" 250 4.2 "2D"
"13992" "Trematomus loennbergii" "Eunoe hartmanae" 250 57 "2D"
"13993" "Trematomus loennbergii" "Eunoe spica spicoides" 250 7.1 "2D"
"13994" "Trematomus loennbergii" "Vanadis antarctica" 250 0.0039 "2D"
"13995" "Trematomus loennbergii" "Pista spinifera" 250 0.24 "2D"
"13996" "Trematomus loennbergii" "Phyllocomus crocea" 250 0.47 "2D"
"13997" "Trematomus loennbergii" "Terebella ehlersi" 250 0.24 "2D"
"13998" "Trematomus loennbergii" "Eucranta mollis" 250 4.7 "2D"
"13999" "Trematomus loennbergii" "Notaeolidia gigas" 250 0.35 "2D"
"14000" "Trematomus loennbergii" "Austrodoris kerguelenensis" 250 3.4 "2D"
"14001" "Trematomus loennbergii" "Trophon longstaffi" 250 0.00026 "2D"
"14002" "Trematomus loennbergii" "Tritonia antarctica" 250 0.19 "2D"
"14003" "Trematomus loennbergii" "Aegires albus" 250 0.018 "2D"
"14004" "Trematomus loennbergii" "Bathydoris clavigera" 250 3.4 "2D"
"14005" "Trematomus loennbergii" "Tritoniella belli" 250 0.35 "2D"
"14006" "Trematomus loennbergii" "Harpovoluta charcoti" 250 0.29 "2D"
"14007" "Trematomus loennbergii" "Puncturella conica" 250 0.0011 "2D"
"14008" "Trematomus loennbergii" "Neobuccinum eatoni" 250 0.15 "2D"
"14009" "Trematomus loennbergii" "Marseniopsis mollis" 250 0.01 "2D"
"14010" "Trematomus loennbergii" "Marseniopsis conica" 250 0.01 "2D"
"14011" "Trematomus loennbergii" "Parmaphorella mawsoni" 250 0.043 "2D"
"14012" "Trematomus loennbergii" "Amauropsis rossiana" 250 0.01 "2D"
"14013" "Trematomus loennbergii" "Newnesia antarctica" 250 0.018 "2D"
"14014" "Trematomus loennbergii" "Falsimargarita gemma" 250 0.01 "2D"
"14015" "Trematomus loennbergii" "Marginella ealesa" 250 0.018 "2D"
"14016" "Trematomus loennbergii" "Pontiothauma ergata" 250 0.69 "2D"
"14017" "Trematomus loennbergii" "Probuccinum tenuistriatum" 250 0.00048 "2D"
"14018" "Trematomus loennbergii" "Clione limacina" 250 0.014 "3D"
"14019" "Trematomus loennbergii" "Clione antarctica" 250 0.1 "3D"
"14020" "Trematomus loennbergii" "Clio pyramidata" 250 0.017 "3D"
"14021" "Trematomus loennbergii" "Limacina helicina antarctica" 250 9.4e-05 "3D"
"14022" "Trematomus loennbergii" "Flustra angusta" 250 0.69 "2D"
"14023" "Trematomus loennbergii" "Camptoplites tricornis" 250 0.69 "2D"
"14024" "Trematomus loennbergii" "Nematoflustra flagellata" 250 5.6 "2D"
"14025" "Trematomus loennbergii" "Austroflustra vulgaris" 250 0.15 "2D"
"14026" "Trematomus loennbergii" "Melicerita obliqua" 250 0.69 "2D"
"14027" "Trematomus loennbergii" "Systenopora contracta" 250 30 "2D"
"14028" "Trematomus loennbergii" "Flustra antarctica" 250 5.6 "2D"
"14029" "Trematomus loennbergii" "Fasciculiporoides ramosa" 250 1.2 "2D"
"14030" "Trematomus loennbergii" "Reteporella hippocrepis" 250 2.3 "2D"
"14031" "Trematomus loennbergii" "Lageneschara lyrulata" 250 0.085 "2D"
"14032" "Trematomus loennbergii" "Isoschizoporella tricuspis" 250 0.69 "2D"
"14033" "Trematomus loennbergii" "Caulastraea curvata" 250 0.69 "2D"
"14034" "Trematomus loennbergii" "Chondriovelum adeliense" 250 0.69 "2D"
"14035" "Trematomus loennbergii" "Bostrychopora dentata" 250 0.085 "2D"
"14036" "Trematomus loennbergii" "Eukrohnia hamata" 250 0.0052 "3D"
"14037" "Trematomus loennbergii" "Salpa thompsoni" 250 0.14 "3D"
"14038" "Trematomus loennbergii" "Artedidraco orianae" 250 95 "3D"
"14039" "Trematomus loennbergii" "Artedidraco loennbergi" 250 17 "3D"
"14040" "Trematomus loennbergii" "Artedidraco skottsbergi" 250 33 "3D"
"14041" "Trematomus loennbergii" "Dolloidraco longedorsalis" 250 13 "3D"
"14042" "Trematomus loennbergii" "Pogonophryne marmorata" 250 190 "3D"
"14043" "Trematomus loennbergii" "Pogonophryne phyllopogon" 250 230 "3D"
"14044" "Trematomus loennbergii" "Pogonophryne permitini" 250 80 "3D"
"14045" "Trematomus loennbergii" "Pogonophryne scotti" 250 440 "3D"
"14046" "Trematomus loennbergii" "Pogonophryne barsukovi" 250 190 "3D"
"14047" "Trematomus loennbergii" "Cygnodraco mawsoni" 250 760 "3D"
"14048" "Trematomus loennbergii" "Gerlachea australis" 250 260 "3D"
"14049" "Trematomus loennbergii" "Gymnodraco acuticeps" 250 1400 "3D"
"14050" "Trematomus loennbergii" "Prionodraco evansii" 250 64 "3D"
"14051" "Trematomus loennbergii" "Racovitzia glacialis" 250 430 "3D"
"14052" "Trematomus loennbergii" "Chaenodraco wilsoni" 250 210 "3D"
"14053" "Trematomus loennbergii" "Chionodraco hamatus" 250 1100 "3D"
"14054" "Trematomus loennbergii" "Chionodraco myersi" 250 370 "3D"
"14055" "Trematomus loennbergii" "Cryodraco antarcticus" 250 1300 "3D"
"14056" "Trematomus loennbergii" "Dacodraco hunteri" 250 330 "3D"
"14057" "Trematomus loennbergii" "Pagetopsis maculatus" 250 81 "3D"
"14058" "Trematomus loennbergii" "Aethotaxis mitopteryx" 250 49 "3D"
"14059" "Trematomus loennbergii" "Dissostichus mawsoni" 250 24000 "3D"
"14060" "Trematomus loennbergii" "Trematomus eulepidotus" 250 480 "3D"
"14061" "Trematomus loennbergii" "Trematomus lepidorhinus" 250 150 "3D"
"14062" "Trematomus loennbergii" "Trematomus loennbergii" 250 250 "3D"
"14063" "Trematomus loennbergii" "Trematomus nicolai" 250 660 "3D"
"14064" "Trematomus loennbergii" "Trematomus pennellii" 250 300 "3D"
"14065" "Trematomus loennbergii" "Trematomus scotti" 250 95 "3D"
"14066" "Trematomus loennbergii" "Notothenia marmorata" 250 8600 "3D"
"14067" "Trematomus loennbergii" "Notothenia coriiceps" 250 2000 "3D"
"14068" "Trematomus loennbergii" "Trematomus bernacchii" 250 240 "3D"
"14069" "Trematomus loennbergii" "Trematomus hansoni" 250 300 "3D"
"14070" "Trematomus loennbergii" "Macrourus holotrachys" 250 3800 "3D"
"14071" "Trematomus loennbergii" "Macrourus whitsoni" 250 5100 "3D"
"14072" "Trematomus loennbergii" "Harpagifer antarcticus" 250 36 "3D"
"14073" "Trematomus loennbergii" "Pagetopsis macropterus" 250 610 "3D"
"14074" "Trematomus loennbergii" "Muraenolepis marmoratus" 250 1000 "3D"
"14075" "Trematomus loennbergii" "Muraenolepis microps" 250 710 "3D"
"14076" "Trematomus loennbergii" "Pachycara brachycephalum" 250 3.5 "3D"
"14077" "Trematomus loennbergii" "Champsocephalus gunnari" 250 2200 "3D"
"14078" "Trematomus nicolai" "Euphausia crystallorophias" 660 1.2 "3D"
"14079" "Trematomus nicolai" "Euphausia superba" 660 5.5 "3D"
"14080" "Trematomus nicolai" "Ampelisca richardsoni" 660 0.81 "2D"
"14081" "Trematomus nicolai" "Abyssorchomene rossi" 660 1.9 "3D"
"14082" "Trematomus nicolai" "Abyssorchomene plebs" 660 0.47 "3D"
"14083" "Trematomus nicolai" "Abyssorchomene nodimanus" 660 0.24 "3D"
"14084" "Trematomus nicolai" "Eusirus antarcticus" 660 0.14 "3D"
"14085" "Trematomus nicolai" "Eusirus perdentatus" 660 19 "3D"
"14086" "Trematomus nicolai" "Alexandrella mixta" 660 1.3 "2D"
"14087" "Trematomus nicolai" "Tryphosella murrayi" 660 1.3 "3D"
"14088" "Trematomus nicolai" "Waldeckia obesa" 660 1.3 "3D"
"14089" "Trematomus nicolai" "Parschisturella ceruviata" 660 0.32 "2D"
"14090" "Trematomus nicolai" "Paramoera walkeri" 660 0.73 "2D"
"14091" "Trematomus nicolai" "Epimeriella walkeri" 660 0.73 "3D"
"14092" "Trematomus nicolai" "Cyllopus lucasii" 660 0.32 "3D"
"14093" "Trematomus nicolai" "Hyperiella dilatata" 660 0.0057 "3D"
"14094" "Trematomus nicolai" "Vibilia antarctica" 660 0.00011 "3D"
"14095" "Trematomus nicolai" "Vibilia stebbingi" 660 0.00011 "3D"
"14096" "Trematomus nicolai" "Hyperia macrocephala" 660 0.42 "3D"
"14097" "Trematomus nicolai" "Epimeria similis" 660 3.7 "3D"
"14098" "Trematomus nicolai" "Epimeria robusta" 660 1.9 "3D"
"14099" "Trematomus nicolai" "Epimeria macrodonta" 660 1.3 "3D"
"14100" "Trematomus nicolai" "Epimeria rubrieques" 660 10 "3D"
"14101" "Trematomus nicolai" "Epimeria georgiana" 660 1.9 "3D"
"14102" "Trematomus nicolai" "Melphidippa antarctica" 660 0.47 "3D"
"14103" "Trematomus nicolai" "Oediceroides emarginatus" 660 6.4 "3D"
"14104" "Trematomus nicolai" "Oediceroides calmani" 660 0.81 "3D"
"14105" "Trematomus nicolai" "Maxilliphimedia longipes" 660 0.81 "2D"
"14106" "Trematomus nicolai" "Gnathiphimedia mandibularis" 660 3.7 "2D"
"14107" "Trematomus nicolai" "Echiniphimedia hodgsoni" 660 1.9 "2D"
"14108" "Trematomus nicolai" "Iphimediella  cyclogena" 660 0.81 "2D"
"14109" "Trematomus nicolai" "Paraceradocus gibber" 660 6.4 "3D"
"14110" "Trematomus nicolai" "Liljeborgia georgiana" 660 0.59 "3D"
"14111" "Trematomus nicolai" "Momoculodes scabriculosus" 660 0.47 "2D"
"14112" "Trematomus nicolai" "Uristes gigas" 660 0.59 "3D"
"14113" "Trematomus nicolai" "Eurythenes gryllus" 660 50 "3D"
"14114" "Trematomus nicolai" "Bathypanoploea schellenbergi" 660 3.7 "3D"
"14115" "Trematomus nicolai" "Pseudorchomene coatsi" 660 0.47 "2D"
"14116" "Trematomus nicolai" "Heterophoxus videns" 660 0.031 "3D"
"14117" "Trematomus nicolai" "Haplocheira plumosa" 660 0.031 "2D"
"14118" "Trematomus nicolai" "Oradarea edentata" 660 0.031 "2D"
"14119" "Trematomus nicolai" "Djerboa furcipes" 660 0.031 "2D"
"14120" "Trematomus nicolai" "Rhachotropis antarctica" 660 0.18 "3D"
"14121" "Trematomus nicolai" "Themisto gaudichaudii" 660 0.12 "3D"
"14122" "Trematomus nicolai" "Primno macropa" 660 0.24 "3D"
"14123" "Trematomus nicolai" "Rhincalanus gigas" 660 0.02 "3D"
"14124" "Trematomus nicolai" "Calanus propinquus" 660 0.0057 "3D"
"14125" "Trematomus nicolai" "Calanoides acutus" 660 0.0055 "3D"
"14126" "Trematomus nicolai" "Metridia gerlachei" 660 0.0023 "3D"
"14127" "Trematomus nicolai" "Paraeuchaeta antarctica" 660 0.0081 "3D"
"14128" "Trematomus nicolai" "Eucopia australis" 660 4.7 "3D"
"14129" "Trematomus nicolai" "Euchaetomera antarcticus" 660 0.084 "3D"
"14130" "Trematomus nicolai" "Antarctomysis maxima" 660 13 "3D"
"14131" "Trematomus nicolai" "Ceratoserolis meridionalis" 660 15 "2D"
"14132" "Trematomus nicolai" "Frontoserolis bouvieri" 660 15 "2D"
"14133" "Trematomus nicolai" "Natatolana obtusata" 660 0.031 "2D"
"14134" "Trematomus nicolai" "Natatolana oculata" 660 0.031 "2D"
"14135" "Trematomus nicolai" "Natatolana meridionalis" 660 0.031 "2D"
"14136" "Trematomus nicolai" "Munna globicauda" 660 0.0052 "2D"
"14137" "Trematomus nicolai" "Serolella bouveri" 660 0.1 "2D"
"14138" "Trematomus nicolai" "Serolis polita" 660 0.1 "2D"
"14139" "Trematomus nicolai" "Gnathia calva" 660 0.016 "2D"
"14140" "Trematomus nicolai" "Glyptonotus antarcticus" 660 50 "2D"
"14141" "Trematomus nicolai" "Austrosignum grande" 660 50 "2D"
"14142" "Trematomus nicolai" "Aega antarctica" 660 0.59 "2D"
"14143" "Trematomus nicolai" "Arcturidae" 660 1.3 "2D"
"14144" "Trematomus nicolai" "Nototanais antarcticus" 660 0.1 "2D"
"14145" "Trematomus nicolai" "Peraeospinosus pushkini" 660 0.1 "2D"
"14146" "Trematomus nicolai" "Nototanais dimorphus" 660 0.1 "2D"
"14147" "Trematomus nicolai" "Notaeolidia gigas" 660 0.35 "2D"
"14148" "Trematomus nicolai" "Austrodoris kerguelenensis" 660 3.4 "2D"
"14149" "Trematomus nicolai" "Trophon longstaffi" 660 0.00026 "2D"
"14150" "Trematomus nicolai" "Tritonia antarctica" 660 0.19 "2D"
"14151" "Trematomus nicolai" "Aegires albus" 660 0.018 "2D"
"14152" "Trematomus nicolai" "Bathydoris clavigera" 660 3.4 "2D"
"14153" "Trematomus nicolai" "Tritoniella belli" 660 0.35 "2D"
"14154" "Trematomus nicolai" "Harpovoluta charcoti" 660 0.29 "2D"
"14155" "Trematomus nicolai" "Puncturella conica" 660 0.0011 "2D"
"14156" "Trematomus nicolai" "Neobuccinum eatoni" 660 0.15 "2D"
"14157" "Trematomus nicolai" "Marseniopsis mollis" 660 0.01 "2D"
"14158" "Trematomus nicolai" "Marseniopsis conica" 660 0.01 "2D"
"14159" "Trematomus nicolai" "Parmaphorella mawsoni" 660 0.043 "2D"
"14160" "Trematomus nicolai" "Amauropsis rossiana" 660 0.01 "2D"
"14161" "Trematomus nicolai" "Newnesia antarctica" 660 0.018 "2D"
"14162" "Trematomus nicolai" "Falsimargarita gemma" 660 0.01 "2D"
"14163" "Trematomus nicolai" "Marginella ealesa" 660 0.018 "2D"
"14164" "Trematomus nicolai" "Pontiothauma ergata" 660 0.69 "2D"
"14165" "Trematomus nicolai" "Probuccinum tenuistriatum" 660 0.00048 "2D"
"14166" "Trematomus pennellii" "Euphausia crystallorophias" 300 1.2 "3D"
"14167" "Trematomus pennellii" "Euphausia superba" 300 5.5 "3D"
"14168" "Trematomus pennellii" "Ampelisca richardsoni" 300 0.81 "2D"
"14169" "Trematomus pennellii" "Abyssorchomene rossi" 300 1.9 "3D"
"14170" "Trematomus pennellii" "Abyssorchomene plebs" 300 0.47 "3D"
"14171" "Trematomus pennellii" "Abyssorchomene nodimanus" 300 0.24 "3D"
"14172" "Trematomus pennellii" "Eusirus antarcticus" 300 0.14 "3D"
"14173" "Trematomus pennellii" "Eusirus perdentatus" 300 19 "3D"
"14174" "Trematomus pennellii" "Alexandrella mixta" 300 1.3 "2D"
"14175" "Trematomus pennellii" "Tryphosella murrayi" 300 1.3 "3D"
"14176" "Trematomus pennellii" "Waldeckia obesa" 300 1.3 "3D"
"14177" "Trematomus pennellii" "Parschisturella ceruviata" 300 0.32 "2D"
"14178" "Trematomus pennellii" "Paramoera walkeri" 300 0.73 "2D"
"14179" "Trematomus pennellii" "Epimeriella walkeri" 300 0.73 "3D"
"14180" "Trematomus pennellii" "Cyllopus lucasii" 300 0.32 "3D"
"14181" "Trematomus pennellii" "Hyperiella dilatata" 300 0.0057 "3D"
"14182" "Trematomus pennellii" "Vibilia antarctica" 300 0.00011 "3D"
"14183" "Trematomus pennellii" "Vibilia stebbingi" 300 0.00011 "3D"
"14184" "Trematomus pennellii" "Hyperia macrocephala" 300 0.42 "3D"
"14185" "Trematomus pennellii" "Epimeria similis" 300 3.7 "3D"
"14186" "Trematomus pennellii" "Epimeria robusta" 300 1.9 "3D"
"14187" "Trematomus pennellii" "Epimeria macrodonta" 300 1.3 "3D"
"14188" "Trematomus pennellii" "Epimeria rubrieques" 300 10 "3D"
"14189" "Trematomus pennellii" "Epimeria georgiana" 300 1.9 "3D"
"14190" "Trematomus pennellii" "Melphidippa antarctica" 300 0.47 "3D"
"14191" "Trematomus pennellii" "Oediceroides emarginatus" 300 6.4 "3D"
"14192" "Trematomus pennellii" "Oediceroides calmani" 300 0.81 "3D"
"14193" "Trematomus pennellii" "Maxilliphimedia longipes" 300 0.81 "2D"
"14194" "Trematomus pennellii" "Gnathiphimedia mandibularis" 300 3.7 "2D"
"14195" "Trematomus pennellii" "Echiniphimedia hodgsoni" 300 1.9 "2D"
"14196" "Trematomus pennellii" "Iphimediella  cyclogena" 300 0.81 "2D"
"14197" "Trematomus pennellii" "Paraceradocus gibber" 300 6.4 "3D"
"14198" "Trematomus pennellii" "Liljeborgia georgiana" 300 0.59 "3D"
"14199" "Trematomus pennellii" "Momoculodes scabriculosus" 300 0.47 "2D"
"14200" "Trematomus pennellii" "Uristes gigas" 300 0.59 "3D"
"14201" "Trematomus pennellii" "Eurythenes gryllus" 300 50 "3D"
"14202" "Trematomus pennellii" "Bathypanoploea schellenbergi" 300 3.7 "3D"
"14203" "Trematomus pennellii" "Pseudorchomene coatsi" 300 0.47 "2D"
"14204" "Trematomus pennellii" "Heterophoxus videns" 300 0.031 "3D"
"14205" "Trematomus pennellii" "Haplocheira plumosa" 300 0.031 "2D"
"14206" "Trematomus pennellii" "Oradarea edentata" 300 0.031 "2D"
"14207" "Trematomus pennellii" "Djerboa furcipes" 300 0.031 "2D"
"14208" "Trematomus pennellii" "Rhachotropis antarctica" 300 0.18 "3D"
"14209" "Trematomus pennellii" "Themisto gaudichaudii" 300 0.12 "3D"
"14210" "Trematomus pennellii" "Primno macropa" 300 0.24 "3D"
"14211" "Trematomus pennellii" "Notocrangon antarcticus" 300 0.37 "3D"
"14212" "Trematomus pennellii" "Chorismus antarcticus" 300 0.21 "3D"
"14213" "Trematomus pennellii" "Nematocarcinus lanceopes" 300 1.2 "3D"
"14214" "Trematomus pennellii" "Rhincalanus gigas" 300 0.02 "3D"
"14215" "Trematomus pennellii" "Calanus propinquus" 300 0.0057 "3D"
"14216" "Trematomus pennellii" "Calanoides acutus" 300 0.0055 "3D"
"14217" "Trematomus pennellii" "Metridia gerlachei" 300 0.0023 "3D"
"14218" "Trematomus pennellii" "Paraeuchaeta antarctica" 300 0.0081 "3D"
"14219" "Trematomus pennellii" "Ceratoserolis meridionalis" 300 15 "2D"
"14220" "Trematomus pennellii" "Frontoserolis bouvieri" 300 15 "2D"
"14221" "Trematomus pennellii" "Natatolana obtusata" 300 0.031 "2D"
"14222" "Trematomus pennellii" "Natatolana oculata" 300 0.031 "2D"
"14223" "Trematomus pennellii" "Natatolana meridionalis" 300 0.031 "2D"
"14224" "Trematomus pennellii" "Munna globicauda" 300 0.0052 "2D"
"14225" "Trematomus pennellii" "Serolella bouveri" 300 0.1 "2D"
"14226" "Trematomus pennellii" "Serolis polita" 300 0.1 "2D"
"14227" "Trematomus pennellii" "Gnathia calva" 300 0.016 "2D"
"14228" "Trematomus pennellii" "Glyptonotus antarcticus" 300 50 "2D"
"14229" "Trematomus pennellii" "Austrosignum grande" 300 50 "2D"
"14230" "Trematomus pennellii" "Aega antarctica" 300 0.59 "2D"
"14231" "Trematomus pennellii" "Arcturidae" 300 1.3 "2D"
"14232" "Trematomus pennellii" "Conchoecia hettacra" 300 0.00044 "3D"
"14233" "Trematomus pennellii" "Alacia hettacra" 300 0.00044 "2D"
"14234" "Trematomus pennellii" "Alacia belgicae" 300 0.00044 "2D"
"14235" "Trematomus pennellii" "Metaconchoecia isocheira" 300 0.00044 "2D"
"14236" "Trematomus pennellii" "Boroecia antipoda" 300 0.00044 "2D"
"14237" "Trematomus pennellii" "Conchoecia antipoda" 300 0.00044 "3D"
